Timestamp,Name,Email address,"Which events do you plan to attend on Sunday, July 30?","Which events do you plan to attend on Monday, July 31? (not including lightning talks, unconference sessions, and hackathons that will continue or start on 2nd day)","Which events do you plan to attend on Tuesday, August 1st?"
7/14/2017 16:34:07,Leigh Sanford,tkgoxmrdu@capqkt.etn,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Everything else will be scheduled during the conference depending on what has legs and group interest
7/15/2017 7:40:28,Thaddeus Jenkins,rbvkzws@qsyzc.swe,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Data Sharing -- Part 1: IRB, Part 2: Curating data (3:30-6p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Making open science more diverse and inclusive (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Everything else will be scheduled during the conference depending on what has legs and group interest
7/14/2017 10:12:02,Bruna Nader,jpuvghxk@szwlaf.hna,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Hack: Syllabus for Research Methods (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Everything else will be scheduled during the conference depending on what has legs and group interest
7/14/2017 11:44:26,Violet Schroeder,xsr@iucljkytz.mkv,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Data Sharing -- Part 1: IRB, Part 2: Curating data (3:30-6p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Making open science more diverse and inclusive (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Everything else will be scheduled during the conference depending on what has legs and group interest
7/14/2017 9:57:40,Laurette Marvin,bgrjuqcs@tblxrwe.gft,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Hack: Forming a new journal (all day)",NA,Everything else will be scheduled during the conference depending on what has legs and group interest
7/14/2017 11:29:53,Belle Walsh,zrtmegfvd@sivfao.gkx,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Hack: Forming a new journal (all day), I am flexible; if there is a hackathon that needs help, let me know.",NA,Everything else will be scheduled during the conference depending on what has legs and group interest
7/17/2017 14:53:01,Tayna Quitzon,nfazmg@gknw.izk,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Hack: Action campaign for all psych journals to adopt transparency policies (all day)",NA,Everything else will be scheduled during the conference depending on what has legs and group interest
7/14/2017 12:00:25,Dustin Braun,gspnxvu@uemlbskay.fjg,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Forming a new journal (all day)",All Conference Social Event (Dinner+drinks; 7:30p-??),Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 21:32:45,Boyd Emmerich,lgjhmcu@hsdbzorxlc.ofv,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day)",All Conference Social Event (Dinner+drinks; 7:30p-??),Workshop: Fundamentals of R (9:30a-12:30p)
7/17/2017 15:48:49,Paulina Schmitt,sftcqgrj@xi.hem,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p)",All Conference Social Event (Dinner+drinks; 7:30p-??),Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:39:17,Joaquin Murray,cyb@rgo.saq,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Hack: Forming a new journal (all day)","Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:27:21,Kevin Purdy,bytjdwroi@pbzv.ije,Hack: Syllabus for Research Methods (all day),"Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:42:29,Nigel Beatty,yt@pqt.cmk,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Hack: Forming a new journal (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:39:48,Page Trantow,svzxpakjq@ewnrjhu.utr,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/16/2017 10:05:26,Vincent Koelpin,kxdgsiv@pjelwmvkrh.ktc,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Making open science more diverse and inclusive (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/17/2017 14:48:16,Mandie Satterfield,tylwdex@sqnl.mpk,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Using OSF (1:30-3:30p), Hack: Syllabus for Research Methods (all day), Hack: Making open science more diverse and inclusive (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 12:04:21,Charlette Lehner,ozemivdkt@bflva.wzm,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Hack: Action campaign for all psych journals to adopt transparency policies (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p)",Workshop: Fundamentals of R (9:30a-12:30p)
7/15/2017 7:02:04,Nigel Walter,jwrflna@bc.ciw,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:13:54,Fredric West,ikrmhd@nqk.yfi,"Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 11:22:33,Dario Purdy,zl@pszcdbauw.siu,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Data Sharing -- Part 1: IRB, Part 2: Curating data (3:30-6p), Workshop: Using OSF (1:30-3:30p)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 12:40:16,Maida Wolff,xat@flsmoke.pgi,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 13:00:08,Carmelita McClure,cjsxkfi@vgtrxyzkoe.cqx,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Making open science more diverse and inclusive (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 13:38:28,Veronique Bergstrom,hpcobfuv@rkwsoa.ogy,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 17:39:01,Ricarda Durgan,zlbvquorg@gbwjxk.fim,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Data Sharing -- Part 1: IRB, Part 2: Curating data (3:30-6p), Hack: Syllabus for Research Methods (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 18:43:01,Myrta Wolf,pe@uq.fpd,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Making open science more diverse and inclusive (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 23:32:27,Fumiko Effertz,kbautri@jwyfk.sta,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Resources for changing culture in department, university, society (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/15/2017 12:20:41,Delmer Schuppe,rzjuwbind@esqawhlgy.bnw,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Action campaign for all psych journals to adopt transparency policies (all day), I am flexible; if there is a hackathon that needs help, let me know.","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/17/2017 9:55:34,Sheryll Herzog,gqlaifjur@nk.wlt,"Workshop: Using OSF (1:30-3:30p), Hack: Syllabus for Research Methods (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/17/2017 1:19:09,Amado Schultz,msprx@mnhyjoa.ylo,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Hack: Making open science more diverse and inclusive (all day), Hack: Forming a new journal (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/15/2017 18:00:48,Zachariah Flatley,fp@dfm.fdm,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), I am flexible; if there is a hackathon that needs help, let me know.",Workshop: Power analysis and effect size (3:30p-5:30p),Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:22:35,Charles Brown,loxnpudkm@p.fiv,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Forming a new journal (all day), Hack: Resources for changing culture in department, university, society (all day), Hack: Action campaign for all psych journals to adopt transparency policies (all day)","Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 16:03:17,Rod Green,rn@ar.bpi,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Hack: Syllabus for Research Methods (all day), Hack: Forming a new journal (all day)","Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 13:41:08,Margarito Wilkinson,fxiub@ni.ifs,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:59:18,Drucilla Blick,zp@u.wil,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Making open science more diverse and inclusive (all day)","Workshop: Power analysis and effect size (3:30p-5:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 17:52:47,Emmett Ritchie,fih@prqhmj.koz,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Making open science more diverse and inclusive (all day)","Workshop: Power analysis and effect size (3:30p-5:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:02:49,Nola Champlin,mxz@n.zai,"Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day)",Workshop: R Markdown (1:30-3:30p),Workshop: Fundamentals of R (9:30a-12:30p)
7/16/2017 2:29:45,Markus Beatty,iquhv@yhpalgi.guo,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: R Markdown (1:30-3:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/20/2017 23:05:57,Winford Franecki,fdterm@cojimg.mka,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Hack: Syllabus for Research Methods (all day), Hack: Resources for changing culture in department, university, society (all day), I am flexible; if there is a hackathon that needs help, let me know.","Workshop: R Markdown (1:30-3:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:32:55,Robbie Medhurst,gpyotjluf@atdphkg.ehb,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Hack: Syllabus for Research Methods (all day)","Workshop: R Markdown (1:30-3:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/18/2017 15:39:34,Catherine Runolfsdottir,zvomkyn@shygckladt.djb,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Data Sharing -- Part 1: IRB, Part 2: Curating data (3:30-6p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Making open science more diverse and inclusive (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: R Markdown (1:30-3:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 11:16:12,Williams Gleichner,apc@ocakejur.mwp,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p)",Workshop: Fundamentals of R (9:30a-12:30p)
7/17/2017 17:53:43,Carol Ruecker,cbj@qxabpgsun.heg,"Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Making open science more diverse and inclusive (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:51:14,Leida Abshire,ef@hnuqyrzij.zbo,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Hack: Forming a new journal (all day), Hack: Resources for changing culture in department, university, society (all day), Hack: Action campaign for all psych journals to adopt transparency policies (all day), I am flexible; if there is a hackathon that needs help, let me know.","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 11:36:18,Maria Nolan,akhcrzy@ysjqtnkvh.nto,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Hack: Syllabus for Research Methods (all day), Hack: Action campaign for all psych journals to adopt transparency policies (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 14:09:58,Rodolfo Dicki,atwds@dxy.lio,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Hack: Syllabus for Research Methods (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/15/2017 22:49:08,Bernard Toy,iyfezpcj@nzkwufdcrx.poh,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Hack: Syllabus for Research Methods (all day), Hack: Making open science more diverse and inclusive (all day), I am flexible; if there is a hackathon that needs help, let me know.","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/16/2017 12:04:23,Rolando Reichel,bhxwfipr@ejivhzs.lsd,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Action campaign for all psych journals to adopt transparency policies (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/17/2017 10:45:31,Fred Satterfield,px@kiwabmx.bzq,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Resources for changing culture in department, university, society (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/18/2017 15:24:48,Marna Lind,folmw@zsatcyrd.cld,"Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/18/2017 19:39:40,Vance Gerhold,vknrlb@bl.qfx,NA,"Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:08:56,Brigette Bartoletti,kzf@owpb.wds,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Syllabus for Research Methods (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 15:55:26,Oretha Gleichner,tsrwyfz@cykdohm.bil,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: Using OSF (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Making open science more diverse and inclusive (all day)","Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), Re-hack: Diversity and inclusion (morning), All Conference Social Event (Dinner+drinks; 7:30p-??)",Workshop: Fundamentals of R (9:30a-12:30p)
7/14/2017 10:03:37,Edwardo Koepp,nbs@xfuqp.tdm,"Workshop: Fundamentals of meta-analysis (9:30a-12:30p), Workshop: How to Promote Transparency and Replicability as a Reviewer (1:30-3:30p), Workshop: Writing papers to be transparent, reproducible, and fabulous (3:30-5:30p), Hack: Making open science more diverse and inclusive (all day), Hack: Resources for changing culture in department, university, society (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)","Workshop: Fundamentals of R (9:30a-12:30p), Everything else will be scheduled during the conference depending on what has legs and group interest"
7/14/2017 13:09:21,Jimmy Trantow,vrlfdqz@whfzonvxu.upg,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Workshop: Data Sharing -- Part 1: IRB, Part 2: Curating data (3:30-6p), Hack: Syllabus for Research Methods (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)","Workshop: Fundamentals of R (9:30a-12:30p), Everything else will be scheduled during the conference depending on what has legs and group interest"
7/15/2017 14:11:37,Shaniqua Lynch,lkdfrbaxe@puj.vpc,"[Saturday, July 29th, 7p] Dinner/drinks party at Brian Nosek's home (bus transportation to/from Omni hotel all evening), Hack: Forming a new journal (all day)","Workshop: Getting started with preregistration (9:30a-12:30p), Workshop: R Markdown (1:30-3:30p), Workshop: Power analysis and effect size (3:30p-5:30p), All Conference Social Event (Dinner+drinks; 7:30p-??)","Workshop: Fundamentals of R (9:30a-12:30p), Everything else will be scheduled during the conference depending on what has legs and group interest"
